ArticleId,Text,Category
1761,mcclaren hails boro s uefa spirit middlesbrough boss steve mcclaren has praised the way his side have got to grips with european football after the 2-0 uefa cup win against lazio.  boro  who are playing in europe for the first time in their 128-year history  are top of group e with maximum points.  i think we have taken to europe really well   said mcclaren.  we got about lazio  didn t let them settle or play. and in possession  we controlled it and looked threatening every time we went forward.  before the match  mcclaren had said that a win over the italian giants would put boro firmly on the european footballing map. and after they did just that he said:  it was a perfect european night. for the team to give the fans a performance like that was the icing on the cake.  there have been many good performances but this was something special.   you can see that the experience we have in the squad is showing. to win in europe you need to defend well  and we have done that because we have conceded only one goal in four games.  we can also score goals  and again that is something you can see from the performances we have had  so we have good balance. mcclaren s only criticism of his side was that their dominance should have been resulted in more goals.  it should have been more convincing   said mcclaren.  but i had watched lazio in recent weeks and i saw them score a late equaliser against inter milan on saturday so i knew we needed a second goal.   no matter what anybody says  lazio are favourites to win this competition.  middlesbrough forward boudewijn zenden said he did not expect such a comfortable match after he scored both goals.  we didn t expect it to be that one-sided   said zenden.  we did quite well in the first half  we pressured them and they didn t cope with that.  i think we played quite well and it was a very good game  especially in the first half.  the holland international said boro are confident of progressing in the competition after winning their first two group games.  we ve got a very good feeling  there is a good spirit  all the lads work hard for each other and it s a squad of friendly players  which i think you can see on the pitch   he added.,sport
1370,anelka  eyes man city departure  striker nicolas anelka reportedly wants to leave manchester city in search of champions league football.  anelka  25  is in talks over a contract extension beyond 2007 with city but is believed to fear his career will go stale if he stays at the club. the news of the world reports that anelka told a french magazine:  i either decide to win titles or to have an easy life.  i think i will always choose football  if a great club makes me an offer.  he added:  to win titles you need players who have the capability of doing so. if we stagnate between eighth and 15th place it s impossible to progress.  if i am going to score goals and not win  there is a risk it is going to create a feeling of being fed up.  anelka has earned a reputation for being a difficult character to handle after spells at arsenal  real madrid and paris st germain and he feels that is now coming back to haunt him.   i am in talks to sign an extension to my contract   he said.  i am well here but the sporting aspect also comes into account.  playing for eighth place is good but i miss the champions league.  i won it with real madrid in 2000 and i need to be playing in it - and i should be playing in it.  i m not in it because of things that have happened in the past and had nothing to do with football.  but i don t blame anyone. it s a bit my fault.,sport
246,o connell rejects lions rumours ireland and munster lock paul o connell has dismissed media reports linking him to the captaincy of the lions tour to new zealand this summer.  o connell is rumoured to be among the front-runners for the job  but says he is totally focused on sunday s six nations crunch clash with england.  i honestly don t think about these reports   he told bbc sport.  the lions thing is all speculation and newspaper talk  nothing more. i just ignore it and get on with my job.  he added:  the only thing that annoys me after reading some reports is what the opposition locks think.  i can just imagine them saying  i m going to show this guy what s what about second row play . that s the one thing that makes me cringe.  o connell  who made a try-scoring international debut against wales two years ago  is enjoying his meteoric rise into rugby s shop window - but refuses to be drawn on the lions.   i have spoken to sir clive woodward a few times  but not for very long  certainly nothing about summer holidays   he joked. he also said he remains wary of wounded england s abilities coming into sunday s game after two straight defeats  dismissing predictions of a certain irish victory.  it s very dangerous to think that. this england team has so much experience and skill. you do not become a bad team overnight.  they have two world class game-breakers in josh lewsey and jason robinson  while charlie hodgson is just ready to click into place.  he insisted ireland will not make the mistake of being over-confident.  that s not going to happen in our squad. no ireland team lining up to play england will ever fall into that trap   he said.  every time we play england we know what a big task it is. look at what they did to us two years ago. i remember that game all too well  and it was not a good feeling.  i came on as a replacement and we were losing 13-6  and ended up getting hammered 42-6  so i know what can happen when england come to dublin.  they could so easily have been coming to dublin with two wins and staring a grand slam in the face as well.,sport
858,sella wants michalak recall former france centre philippe sella believes coach bernard laporte must recall frederic michalak to give his side any chance of beating ireland.  sella admitted he had been impressed by current fly-half yann delaigue in the rbs six nations to date. but he told bbc sport:  michalak is the answer both now and for the future. delaigue deserved his chance but the time has come to bring back michalak.  he does have weaknesses but has the all-round game to upset ireland.  the 22-year-old michalak has spent much of the tournament on the bench after delaigue impressed for castres early in the season. with michalak overlooked  the french stuttered to narrow wins over scotland and then england before ironically playing their best rugby in the defeat to wales.  the wales game was amazing to watch but never did i think the french could lose that game at half-time   said sella.   their only mistakes were that they didn t score enough points in the first half and were a little bit less focused in the second... but only a little bit.  sella  however  insisted the pressure had eased on the under-fire laporte  despite the defeat at the stade de france.  this season is very important for shaping a team for the 2007 world cup   said sella   which laporte is doing very well. the french get better every game.  it s difficult  though  when you change a team and you change your tactics as everything has to gel.  but he has the players and the talent to take them all the way to world cup victory.  as a result  it is important that people give him time. it may not seem good now that we re not winning the grand slam but no one will care in two years time if we re world champions.   the majority of media criticism centred on the way in which france produced a performance devoid of running rugby in their opening two games. but while sella admitted he liked the more flowing style employed against wales  he said  the win was most important .  winning is all that matters   he added.  ok  the flair may not have been so good  but the discipline  organisation and defence was there  which are all important ahead of 2007.  france play what sella believes is their hardest game of the six nations against ireland in dublin on saturday 12 march. the french go into the game as clear underdogs. but sella added:  people forget that france can still win the six nations and they ll be focused on that.  but ireland will be going for even more in front of their home crowd. it s going to be tough.,sport
1744,kenya lift chepkemei s suspension kenya s athletics body has reversed a ban on marathon runner susan chepkemei after she made an official apology.  athletics kenya (ak) had suspended the two-time london marathon runner-up for failing to turn up to a cross-country team training camp in embu.  we have withdrawn the ban. chepkemei has given a reason for her absence   said ak chief isaiah kiplagat.  she explained she had a contract with the organisers of the race in puerto rice and we have accepted her apology.   the kenyan coaching team will now decide whether chepkemei can be included in the team for this month s world cross country championships. the 29-year-old would be a strong contender at the event in france and is hopeful she will be granted a place in the 32-strong squad.  i am satisfied that the whole saga has been brought to an end   chepkemei said.  i am ready and prepared to represent my country.  i will be disappointed if i am not given a chance to compete at the world cross country championships.  ak had insisted it was making an example of chepkemei by banning her from competition until the end of 2005. but the organisation came under intense international and domestic pressure to reverse its decision. the 29-year-old took part in the 2002 and 2003 london marathons and was edged out by radcliffe in an epic new york marathon contest last year.  the two-time world half-marathon silver medallist will be back to challenge radcliffe at this year s london event in april. ak also dropped its harsh stance on three-time world cross country 4km champion edith masai. masai missed kenya s world cross country trials because of an ankle problem but ak insisted it would take disciplinary action unless she could prove she was really injured.  subject to our doctor s confirmation  we have decided to clear masai   added kiplagat.,sport
907,republic to face china and italy the republic of ireland have arranged friendlies against china and italy which will take place at lansdowne road in march and august.  brian kerr s side will face the 54th ranked chinese on 29 march - just three days after the world cup qualifier against israel in tel aviv. italy will visit on 17 august in what will be a warm-up game ahead of the autumn world cup qualifiers. in their last meeting  the irish beat italy in the 1994 world cup finals. however  that is the republic s only victory in eight attempts against the italians who have won all the other seven games. the 29 march game will be the second time the republic have played china - the previous encounter back in june 1984 with the irish winning 1-0 in sapporo  japan. brian kerr said:  china have made great progress over the last few years and will provide difficult opposition.  we all witnessed the performances of the asian teams in the last world cup  and china play a similar type of football.  as for italy  they make a welcome return to dublin and will be a massive attraction because they are one of the great traditional powers in the world.  the game will be ideal preparation for the three important world cup qualifiers in the autumn.  ireland round off their world cup campaign with games against france on 7 september  cyprus on 8 october and switzerland on 12 october.,sport
2064,campbell rescues arsenal sol campbell proved to be an unlikely match-winner to earn arsenal a hard-fought win at portsmouth.  the england defender lashed home a 25-yard shot for his first goal in 16 months to take arsenal back into second spot  five points behind chelsea. but before campbell scored the best two chances of the game fell to pompey striker ricardo fuller. in the first half he blasted wide when clear  and his control let him down in the second half when well placed. portsmouth got plenty of bodies behind the ball to deny arsenal space in the early stages. but their marking was slack at a corner and patrick vieira should have done better when the ball fell to him 16 yards out. a mistake by arjan de zeeuw let thierry henry in behind the pompey defence on 17 minutes but as he bore down on goal linvoy primus got in a saving tackle. with just fuller as an out-and-out striker  portsmouth s shape made life difficult for arsenal. but a delightful touch by robin van persie gave henry a sight of goal  although the angle was too tight for his shot to trouble jamie ashdown.  ashdown caused hearts to flutter on 28 minutes when he missed his punch at a corner and kolo toure headed just wide and  as arsenal began to press  van persie blasted over a good opportunity after henry had set him up. henry took a quick return pass from vieira but ashdown was out quickly to block  and there were some anxious seconds for pompey as the ball ran loose before matthew taylor cleared. after playing second fiddle  portsmouth should have taken the lead on 34 minutes. referee howard webb played a good advantage to allow steve stone to send gary o neil away but  having shrugged off toure  the pompey midfielder planted his shot wide from 10 yards. as half-time approached  henry teased a shot through a ruck of players and inches wide. at the other end  fuller broke clear but failed to hit the target as toure closed him down.  fuller was given the best chance of the match so far on 48 minutes when patrik berger s break and slipped pass played him clear. but a poor first touch lost him the opportunity and even when he checked back and went down under vieira s challenge  referee webb was not interested. fuller paid the price when he gave way on 55 minutes to aiyegbeni yakubu  who returned after six weeks out with a knee injury. but it needed alert reflexes and safe handling from ashdown to cling on to van persie s shot as henry sniffed for scraps.  portsmouth were growing in confidence and keeper manuel almunia had to stand his ground to beat away a powerful shot from berger. arsenal were struggling to find their rhythm but took the lead through the unlikely source of campbell. the england defender needed little invitation as pompey backed off to stride forward and lash a ferocious shot past ashdown. arsenal might have stretched their lead two minutes later when mathieu flamini escaped his marker to flash a header wide from henry s free-kick. almunia went full length to grab berger s long-range shot  while ashdown palmed away substitute dennis bergkamp s shot.  ashdown  griffin  de zeeuw  primus  taylor  stone  o neil  faye (berkovic 83)  berger  lualua  fuller (yakubu 55).  subs not used: hislop  quashie  cisse.  almunia  lauren  toure  campbell  cole  pires  flamini  vieira  clichy  van persie (bergkamp 68)  henry.  subs not used: lehmann  fabregas  senderos  hoyte.  cole.  campbell 75.  20 170.  h webb (s yorkshire).,sport
426,england coach faces rap after row england coach andy robinson is facing disciplinary action after criticising referee jonathan kaplan in his side s six nations defeat to ireland.  the rugby football union (rfu) will investigate robinson after deciding not to lodge a complaint against kaplan. robinson may even have to apologise for his comments in order to avoid sanction from the international rugby board. robinson had said he was  livid  about kaplan s decisions on saturday to disallow two england  tries.  the england coach went on to claim that  only one side was refereed .  after reviewing tapes of the match  the rfu decided not to formally complain to the irb over the standard of kaplan s refereeing. instead the rfu said in a statement they would   set out any concerns the england team management may have in a confidential manner .  an irb spokesman said on the matter:  we take all breaches of the code very seriously.  should the rfu resolve the issue to our satisfaction  as happened last month when the scotland coach matt williams apologised for remarks made  it would be the end of the matter.   kaplan has vigorously defended his performance in england s 19-13 defeat at landsdowne road and admitted he was  very disappointed  with robinson s remarks. and the south african has been appointed to take charge of scotland s match against wales on 13 march.  the rfu recently fined northampton coach budge pountney £2 000 and imposed a six-week ban for his criticism of referee steve lander after a premiership match.,sport
1863,johnson uncertain about euro bid jade johnson is undecided about whether to contest next month s european indoor championships in madrid despite winning the aaas long jump title on saturday.  the 24-year-old delivered a personal best of 6.50m to win the european trials but had to wait until her final jump after four failures.  i don t want to go if i am not going to get a medal   said johnson.  i will have to see how i am jumping in the next competition and i ll have to have a conversation with my coach.  johnson  who finished seventh in last year s olympic games  has not competed indoors since 2000. and the commonwealth and european silver medallist believes her lack of experience in the early part of the season has knocked her confidence.  it s the stress   said johnson.  i am not used to feeling this  this early. i am just used to training.  but if i m doing this kind of thing  then i will have to see how it goes.  johnson next competes in the high-class birmingham grand prix on 18 february.,sport
2188,jones files conte lawsuit marion jones has filed a lawsuit for defamation against balco boss victor conte following his allegations that he gave her performance-enhancing drugs.  the sydney olympic gold medallist says conte damaged her reputation and she is seeking $25m (£13m) in the suit. conte  whose company is at the centre of a doping investigation  made the claims in a us television programme. he and three others were indicted in february by a federal grand jury for a variety of alleged offences. in an email to the associated press on wednesday  conte said:  i stand by everything i said . jones won three gold medals and two bronzes in sydney in 2000. her lawsuit  filed in the us district court in san francisco  said the sprinter had passed a lie detector test and that she  has never taken banned performance-enhancing drugs . conte s statements  the suit added  were  false and malicious . after the abc television program earlier this month  jones  lawyer richard nicholls said:  marion has steadfastly maintained her position throughout: she has never  ever used performance-enhancing drugs.  victor conte is a man facing a 42-count federal indictment  while marion jones is one of america s most decorated female athletes. mr conte s statements have been wildly contradictory.  mr conte chose to make unsubstantiated allegations on television  while marion jones demanded to take and then passed a lie detector examination.   mr conte is simply not credible. we challenge him to submit to the same lie detector procedure that marion jones passed.  the sport s ruling body  the iaaf  is taking a cautious approach to conte s allegations but contacted the us anti-doping agency. communications director nick davies said the iaaf would seek to contact conte  for further information . but davies stressed it would be up to the american authorities to decide whether they will take action against jones in light of conte s television interview and the world governing body would monitor the situation closely.  if it is felt there is case to answer  it would be for its national governing body (usa track and field) to take the appropriate disciplinary action   he added.  the us anti-doping agency has proved itself to be very diligent in its anti-doping war.  and i am sure  like ourselves  they will be watching the television programme with great interest.  jones  who is under investigation for steroid use by the us anti-doping agency  has continually denied ever taking illegal substances since being investigated in the balco scandal  although she praised a zinc supplement conte marketed. jones  who did not win any medals in athens in august  has never failed a drugs test. meanwhile  conte  who has been charged along with three other men of distributing illegal steroids and money laundering  is due to face trial in march.,sport
1649,prutton poised for lengthy fa ban southampton s david prutton faces a possible seven-match ban when he goes before the football association.  the 23-year-old has admitted two charges of improper conduct following his dismissal against arsenal. the first charge relates to his failure to leave the field promptly  pushing referee alan wiley and remonstrating with assistant referee paul norman. and the second charge is for using threatening words and/or behaviour to a match official during the 1-1 draw.  paolo di canio was given a seven-match suspension when he pushed referee paul alcock over in a premiership game between sheffield wednesday and arsenal in 1998. prutton will be joined at wednesday s hearing by saints boss harry redknapp  who believes that the fa will throw the book at his player. redknapp himself sprinted along the touchline to help physio jim joyce and coach denis rofe shepherd the enraged prutton away from referee s assistant norman.  david has made a big mistake and he knows it. i can t condone what he s done. he was out of order but he knows that   said redknapp.  he s a decent lad. he over-reacted badly for some reason - he had a rush of blood from somewhere. off the pitch you couldn t meet a nicer lad.  prutton has apologised publicly for his actions and to arsenal s robert pires  who was injured in a wild tackle by the saints  midfield man.  he said:  it s an horrendous situation. i apologise to the ref and linesman  who were only doing their job.  i ve also seen what happened to pires  leg and i m sorry for that as well.   i apologise for the people who saw it. i know you get lots of kids going to the match now and they don t pay money to see that sort of thing.  it s not a cop-out  but it was all a bit of a blur. sometimes you react and it s beyond your control    added prutton.,sport
1203,what now for british tennis  tim henman s decision to quit davis cup tennis has left the british team with a gargantuan void to fill.  the world number seven is tied for fourth among his countrymen for wins in the history of the tournament (he has 36 from his 50 rubbers). and great britain s last davis cup win without henman came against slovenia as far back as 1996. worse could follow  according to former british team member chris bailey. bailey told bbc sport:  after tim s announcement  i doubt greg rusedski will be that far behind him.  but without their top two  where does that leave british ambitions in the sport s premier team event  captain jeremy bates has singled out alex bogdanovic and andrew murray as potential replacements. the yugoslavian-born bogdanovic  though  is 184 places below henman in the world rankings and has played just two cup ties - winning one and losing the other.  murray  on the other hand  is 407th in the current atp entry list and yet to make his cup debut. but bailey does see some hope for the future. he said:  now we ve dropped down to the euro-africa zone  the time was right for him to step down and let the young guys come to the fore.  britain s next opponents  israel  are hardly likely to be quaking in their boots ahead of the 4-6 march match against a likely trio of bogdanovic  murray and the 187th-ranked arvind parmar. bailey said:  it will be tough for gb to move up  but there comes a time when our young players have to step up. this was always going to be inevitable with tim and greg s growing years.  i m confident about the future. i wouldn t lay money on us getting back into the world group next year  but i d imagine in five years time we ll be competing for the major honours.  of those lining up to replace henman  the 17-year-old murray  with four futures titles under his belt last year  looks the best long-term bet.  murray is the one that looks likeliest to take over tim s mantle   said bailey.  he has an enormous amount of self-confidence  judging by what he s said in the past.  bogdanovic  three years murray s senior  has had a more troubled time under britain s davis cup umbrella.  while murray has been marked out as britain s golden boy  bogdanovic was warned by the lawn tennis association for a lack of drive at the end of 2003. and bailey said:  despite that  alex is clearly talented as well  while arvind is another contender.  they re among the guys who have experienced the intensity of davis cup tennis - whether as players or on the sidelines.  the lta has always done an exceptional job of ensuring that.  now they ll finally get to play regularly in the cauldron of the cup. and i m confident that will springboard team gb to greater success.,sport
1320,hereford 1-1 doncaster hereford win 3-1 on penalties.  rovers took the lead on 59 minutes as michael mcindoe s corner found adriano rigoglioso  whose stunning volley soared into the top right of the net. danny williams equalised for the hosts after 72 minutes with a crisp finish from just insist the penalty box. mcindoe saw an extra-time penalty saved  giving mills the chance to net the winning penalty.  mawson  travis  mkandawire  james  robinson  daniel williams  stanley  hyde (pitman 105)  purdie (mills 83)  brown  stansfield (green 102). subs not used: smith  scott.  james.  daniel williams 72.  ingham  mulligan  fenton  morley  priet (ryan 79)  mcindoe  ravenhill (price 90)  rigoglioso  tierney (jackson 79)  beardsley  coppinger. subs not used: warrington  maloney.  rigoglioso 59.  1 375  t parkes (w midlands).,sport
630,parmar ruled out of davis cup tie a knee injury has forced arvind parmar out of great britain s davis cup tie in israel and left alex bogdanovic in line to take the second singles place.  parmar picked up the injury last week and has failed to recover in time for the europe/africa zone i tie  which begins in tel aviv on friday. bogdanovic looks set to take the second singles place alongside greg rusedski. gb captain jeremy bates could use 17-year-old andrew murray and david sherwood in the doubles rubber. bogdanovic and murray both pulled out of tournaments last week through injury but are expected to be fit. jamie delgado and lee childs have been called into the squad in tel aviv as designated hitters for team practice but bates has no plans to call either of them into his squad at present.  the unheralded sherwood was the surprise inclusion when the squad was announced last week  and bates said:  david has earned his place in this squad on the merit of his form and results over the last 12 months.  the 6ft 4in sherwood is ranked 264th in the world and the lta have high hopes for him after futures tournament wins in wrexham and edinburgh.  the sheffield-born right-hander  aged 24  also reached another final in plaisir  france  a week after making the semi-final in mulhouse. bates is glad to have rusedski available after tim henman s retirement from davis cup tennis.  his wealth of experience is invaluable  particularly to the younger players and i know he will lead by example   bates said.  we are looking forward to the tie. the squad are all in excellent form.,sport
1027,newcastle 27-27 gloucester newcastle centre mathew tait answered his critics as he scored one try and made another  but he could not stop gloucester grabbing a draw.  the falcons were 22-6 down at the break before tait  recently axed by england after just one six nations outing  inspired his side to a 27-22 lead. a last-gasp touchdown from luke narraway pulled the visitors level. but gloucester missed out on victory when henry paul fluffed the conversion and seti kiole was denied a late try. newcastle had a couple of chances at the start of the second half with line-outs in the corner. but they failed to make them count until joe shaw found dave walder  who released mark mayerholfer in his own 22.  the former all black broke clear and popped the ball up for tait on halfway. he chipped ahead for michael stephenson to scorch through for the try  which walder converted to give newcastle a lifeline. they grabbed it with both hands  mayerhofler breaking through and tait making a brilliant early run to cut inside and race 30m to score. walder converted to make it 22-20 before he was just wide with a 40m penalty in the 70th minute.  mayerhofler then scythed through the middle for a try after hall charlton popped the ball up  and walder s conversion took newcastle 27-22 ahead. with three minutes of normal time left  narraway was driven over for a try in the corner which levelled the scores at 27-27. henry missed the conversion but gloucester nearly won it when kiole broke through only to be hauled down by charlton and tom may.  walder; may  tait  mayerhofler  stephenson; wilkinson  grindal; isaacson  long  ward; gross  hamilton; mccarthy  harris  dowson.  replacements: peel  wilson  thompson  parling  sititi  charlton  shaw.  goodridge; garvey  simpson-daniel  fanolua  kiole; paul  gomarsall; wood  curnier  powell; eustace  brown; forrester  buxton  balding.  replacements: elloway  sigley  cornwell  narraway  page  davies  mauger.,sport
1646,verdict delay for greek sprinters greek athletics  governing body has postponed by two weeks the judgement on sprinters costas kenteris and katerina thanou for missing doping tests.  the pair are facing lengthy bans for the missed tests  including one on the eve of last year s athens olympics. they were set to learn their fate by the end of february  but late evidence from them has pushed the date back.  a decision is now expected by around mid-march   said one of their lawyers  michalis dimitrakopoulos. kenteris  31  who won the men s 200m title at the 2000 sydney games and thanou  30  who won the women s 100m silver medal in sydney  face a maximum two-year ban if found guilty. the athletes  who spectacularly withdrew from the athens olympics  have been suspended by the international association of athletics federations (iaaf) for missing the three tests. the iaaf said the sprinters had failed to provide samples for tests in tel aviv  chicago and athens and ordered greek athletic s governing body  segas  to hold a disciplinary inquiry. the athletes also face a criminal hearing in greece over the missed drugs tests and have been charged with faking a motorcycle accident on the day of the athens test  which led to them spending four days in hospital. following the final hearing in late january  the athletes sounded confident they would be acquitted.  i am confident and optimistic   thanou had said at the time.  we presented new evidence to the committee that they were not aware of.  it was not clear what this new evidence was.,sport
1445,ferguson rues failure to cut gap boss sir alex ferguson was left ruing manchester united s failure to close the gap on chelsea  everton and arsenal after his side s 1-1 draw with fulham.  premiership leaders chelsea and the gunners endured a 2-2 stalemate on sunday  giving united the chance to make up some ground in the league. but ferguson said:  i think what makes it so bad is that both our rivals dropped points at the weekend.  it was a great opportunity - and we haven t delivered.  united went ahead through alan smith in the 33rd minute before bouba diop s superb 25-yard strike cancelled out the visitors  lead in the 87th minute. ferguson described the result as an  absolute giveaway  after united had earlier missed a host of opportunities to finish off the encounter. he said:  it was a good performance - some of the football was fantastic - but we just didn t finish them off.  in fairness  it s a fantastic strike from the fulham player.  the result leaves ferguson s side fourth in the league on 31 points - four points behind arsenal and a further five back from chelsea.,sport
1803,souness eyes summer move for owen newcastle boss graeme souness is lining up a summer move for england and real madrid striker michael owen.  he sees owen as the ideal replacement for alan shearer  who is due to retire in the summer  although he hopes to persuade shearer to carry on.  michael is in the category of players who would excite the fans and we re monitoring him   he told bbc newcastle.  he is a great centre-forward and only 25 but i don t think we re the only ones monitoring the situation at real.  souness has also hinted he thinks shearer may carry on despite his stated intent to retire at the end of the season. he believes the prospect of breaking jackie milburn s club scoring record may influence the striker s decision.  milburn scored 200 league and cup goals between 1946 and 1957  while shearer currently has 187 goals to his name.  without giving too much away  i am confident he will be here next season   said souness.  i can t imagine him leaving without breaking jackie milburn s scoring record.  souness also revealed he tried to bring back nolberto solano during the january transfer window. the peruvian international was sold to aston villa a year ago but in the phone-in for bbc newcastle  souness said tried to re-sign him  but villa were not interested in selling.  the former rangers and liverpool boss is also looking to bring in a number of new acquisitions once the current campaign has been completed.  i m after three  four or five new players in the summer - we have got lots of targets   he said.  don t think we will wait to the last day of the season to say: `who are we going to target now,sport
1432,chelsea ridiculed over complaint barcelona assistant coach henk ten cate has branded chelsea s expected complaint to uefa as  pathetic .  the blues are poised to complain about an alleged half-time incident during wednesday s 2-1 loss at the nou camp. the source of chelsea s anger was an alleged talk between barca boss frank rijkaard and referee anders frisk  who later dismissed didier drogba.  to react the way chelsea have is pathetic. mourinho lied with the line-ups  and now this   ten cate said. uefa has said its own tunnel representative witnessed nothing unusual out of the ordinary during the half-time break. spokesman william gaillard said:  frisk says rijkaard greeted him and apologised he had not had the opportunity to say hello before the game.  we had two uefa officials there and neither witnessed it. the referee s dressing room was locked and he and his assistants were the only people allowed in.  indeed  it is the londoners who could be on the receiving end of any punishment after failing to turn up for the compulsory press conference after the defeat.  uefa delegate thomas giordano added:  the only unusual thing that happened as far as we are concerned is that chelsea failed to present themselves in the press conference.  the referee is not expected to include any of the alleged incidents in his report to uefa - weakening chelsea s case. rijkaard was critical of mourinho s decision not to speak to the media after the match.  there was a lot of talking before the game and now surprisingly there is a lot of talking after the game. it is not good behaviour after a match   he said.  maybe they want to start something and make it worse than than it is. i really don t understand it. i am very calm about it.   barca midfielder deco  formerly managed by mourinho at porto  agreed that it was not typical of his fellow portuguese to lodge a protest.  it s not normal behaviour on his part. it was not logical he did not give a news conference   he said. rijkaard added:  chelsea is the team which has conceded fewest goals in the english league and they defend very well so i am very pleased with the win.  my men deserved victory and i am pleased to have won this match. i congratulate my players.,sport
300,ireland surge past scots ireland maintained their six nations grand slam ambitions with an impressive victory over scotland at murrayfield.  hugo southwell s try gave the scots an early 8-0 lead but scores from locks malcolm o kelly and paul o connell put the visitors in command by half-time. a third try from wing denis hickie and third penalty from ronan o gara  who kicked 13 points  extended the lead. jon petrie scored a second try for scotland but late scores from john hayes and gavin duffy sealed victory. after two hard-earned away victories  eddie o sullivan  side can now look forward to welcoming england to lansdowne road in a fortnight. scotland will try to give their coach matt williams a first six nations victory when italy come to edinburgh  but they again struggled to turn pressure into points. the home side started with tremendous intensity and dominated territory and possession in the opening 10 minutes. a powerful charge from flanker jason white was carried on by ali hogg and when ireland conceded a penalty close to their own line  scotland kicked it to touch. the irish defence foiled the home side on that occasion  but a stray hand in a ruck allowed paterson to stroke over a penalty in the eighth minute.  if that was a paltry reward for their early pressure  scotland got the try they deserved when paterson s searing break and andy craig s pass sent southwell streaking to the right corner. paterson was off target with the conversion and fly-half dan parks then missed a presentable drop-goal attempt. ireland got themselves on the scoreboard with an o gara penalty and by the 24th minute the visitors were ahead. stuart grimes pulled down o kelly at a line-out  ireland kicked the penalty to touch and from the set-piece  the big lock was driven over by the rest of his pack.  o gara added the conversion and a further penalty  after shane horgan almost grabbed a second try from o gara s chip to the corner  only for the ball to spill from his hand. but ireland still delivered a hammer blow to scotland s hopes just before the interval. o connell - skipper in the absence of brian o driscoll - powered through parks  weak tackle after a free-kick from a scrummage to burrow over.  scotland suffered a further blow on the resumption when ireland flanker johnny o connor won another vital turnover  and o gara s basketball pass sent hickie over in the left corner. o gara converted and then thumped over a 40m penalty to give the visitors a commanding 28-8 advantage. scotland looked bereft of ideas but a half-break from paterson sparked them back to life just before the hour. stuart grimes won a line-out and a well-worked move saw petrie scuttle round the side of the ruck to dive over in the left corner. but it proved a false dawn  and ireland reasserted their authority in the final 10 minutes. peter stringer and o kelly combined to put giant prop hayes over in the right corner before replacement gavin duffy scorched away on the left  david humphreys adding the final flourish with a touchline conversion.  : c paterson; s danielli  a craig  h southwell  s lamont; d parks  c cusiter; t smith  g bulloch (capt)  g kerr; s grimes  s murray; j white  a hogg  j petrie.  r russell  b douglas  n hines  j dunbar  m blair  g ross  b hinshelwood.  g murphy; g dempsey  s horgan  k maggs  d hickie  r o gara  p stringer; r corrigan  s byrne  j hayes  m o kelly  p o connell  s easterby  j o connor  a foley.  f sheahan  m horan  d o callaghan  e miller  g easterby  d humphreys  g duffy.  joel jutge (france),sport
689,lions blow to world cup winners british and irish lions coach clive woodward says he is unlikely to select any players not involved in next year s rbs six nations championship.  world cup winners lawrence dallaglio  neil back and martin johnson had all been thought to be in the frame for next summer s tour to new zealand.  i don t think you can ever say never   said woodward.  but i would have to have a compulsive reason to pick any player who is not available to international rugby.  dallaglio  back and johnson have all retired from international rugby over the last 12 months but continue to star for their club sides. but woodward added:  the key thing that i want to stress is that i intend to use the six nations and the players who are available to international rugby as the key benchmark.  my job  along with all the other senior representatives  is to make sure that we pick the strongest possible team.  if you are not playing international rugby then it s still a step up to test rugby. it s definitely a disadvantage.   i think it s absolutely critical and with the history of the lions we have got to take players playing for the four countries.  woodward also revealed that the race for the captaincy was still wide open.  it is an open book   he said.  there are some outstanding candidates from all four countries.  and following the all blacks  impressive displays in europe in recent weeks  including a 45-6 humiliation of france  woodward believes the three-test series in new zealand will provide the ultimate rugby challenge.  their performance in particular against france was simply awesome   said the lions coach.  certain things have been suggested about the potency of their front five  but they re a very powerful unit.  with his customary thoroughness  woodward revealed he had taken soundings from australia coach eddie jones and jake white of south africa following their tour matches in britain and ireland.  as a result  woodward stressed his lions group might not be dominated by players from england and ireland and held out hope for the struggling scots.  scotland s recent results have not been that impressive but there have been some excellent individual performances.  eddie in particular told me how tough they had made it for australia and i will take on board their opinions.  and scotland forward simon taylor looks certain to get the call  provided he recovers from knee and tendon problems.  i took lessons from 2001 in that they did make a mistake in taking lawrence dallaglio when he wasn t fit and went on the trip.  every player has to be looked at on their own merits and simon taylor is an outstanding player and i have no doubts that if he gets back to full fitness he will be on the trip.  i am told he should be back playing by march and he has plenty of time to prove his fitness for the lions - and there are other players like richard hill in the same boat.,sport
